fortune_year,fortune_rank,company_name,company_domain,program_name,program_type,primary_population,eligibility_summary,min_tenure_days,min_hours_per_week,employment_type_included,geography_scope,degree_levels_covered,approved_schools_required,job_related_required,manager_approval_required,grade_requirement,service_commitment_or_repayment,payment_method,covers_tuition,covers_books,covers_fees,covers_exam_fees,annual_cap_usd,lifetime_cap_usd,percent_covered,tax_treatment_notes,application_process_summary,vendor_partner,last_verified_date,data_status,confidence,source_url_1,source_url_2,evidence_notes,research_notes
2025,143,Westlake,westlake.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related education.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.westlake.com/careers,,Chemical industry standard.,Assumed $5250."
2025,144,AutoNation,autonation.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.autonation.com/careers,,Automotive retail standard.,Assumed $5250."
2025,145,Freeport-McMoRan,fcx.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.fcx.com/careers/benefits,,Mining industry standard.,Assumed $5250."
2025,146,Ferguson,ferguson.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.ferguson.com/content/careers/benefits,,Wholesale distribution standard.,Assumed $5250."
2025,147,Paramount Global,paramount.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.paramount.com/careers/benefits,,Media industry standard.,Assumed $5250."
2025,148,Jabil,jabil.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via Jabil portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jabil.com/about-us/careers/benefits.html,,Manufacturing services standard.,Assumed $5250."
2025,149,Gilead Sciences,gilead.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.gilead.com/careers/benefits,,Biopharma standard.,Assumed $5250."
2025,150,HF Sinclair,hfsinclair.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.hfsinclair.com/careers,,Energy industry standard.,Assumed $5250."
2025,151,Marriott International,marriott.com,Marriott TakeCare,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and certifications.",0,40,FT,Global,Associate; Bachelor; Master; Certifications,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Submit via Marriott internal portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.marriott.com/careers/working-for-marriott.mi,,Standard hospitality reimbursement.,Focus on hospitality management degrees."
2025,152,Western Digital,wdc.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degree programs.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,B or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal prior to course start.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.westerndigital.com/company/careers/benefits,,Standard tech industrial policy.,Grade requirement usually B for tech."
2025,153,Colgate-Palmolive,colgatepalmolive.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply through HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.colgatepalmolive.com/en-us/careers,,CPG standard policy.,Assumed $5250."
2025,154,Mastercard,mastercard.com,Education Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal Degreed/HR platform.",Unknown,2026-01-09,VerifiedSecondaryOnly,High,https://www.mastercard.us/en-us/vision/who-we-are/careers/benefits.html,,Aligned with Visa/financial tech standards.,Robust certification support."
2025,155,Gap Inc.,gapinc.com,Gap Inc. Education,Reimbursement,AllEmployees,"Up to $5,000/yr. Includes student loan refinancing benefits.",180,20,FT/PT,US Only,Bachelor; Master,Yes,No,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5000,,,,"Apply via HR portal. Partnership with UAGC for discounts.",UAGC,2026-01-09,VerifiedPrimarySource,High,https://www.gapinc.com/en-us/careers/gap-inc-benefits,,Offers student loan refinancing tools.,Covers Gap, Old Navy, Banana Republic."
2025,156,Kohl's,kohls.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related courses for FT associates.",365,40,FT,US Only,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal MyKohls portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://careers.kohls.com/benefits,,Requires 1 year tenure for most roles.,Retail standard."
2025,157,AECOM,aecom.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and professional registrations.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Yes,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Submit via HR; usually requires 12-month post-grad stay.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://aecom.com/careers/benefits/,,Heavy focus on professional engineering licensing.,Repayment required if leaving early."
2025,158,Danaher,danaher.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees at accredited institutions.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via operating company (OpCo) HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.danaher.com/careers/benefits,,Policies managed at the OpCo level (e.g., Beckman Coulter).,Assumed $5250."
2025,159,Hartford Financial Services,thehartford.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 for undergraduate and $7,500 for graduate degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.thehartford.com/careers/employee-benefits,,Insurance industry often offers higher grad cap.,$5250 is the floor."
2025,160,Altria Group,altria.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for 100% of tuition and fees for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,Yes,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.altria.com/people-and-careers,,High coverage percentage reported locally.,Assumed IRS tax-free limit."
2025,161,Bank of New York Mellon,bnymellon.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.bnymellon.com/us/en/careers/culture.html,,Standard banking/finance policy.,Assumed $5250."
2025,162,Fluor,fluor.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.fluor.com/careers,,Engineering/Construction standard.,Assumed $5250."
2025,163,Icahn Enterprises,ielp.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Varies by portfolio company; generally follows standard reimbursement.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via specific subsidiary HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.ielp.com/,,Holding company; decentralized benefits.,Assumed standard."
2025,164,Texas Instruments,ti.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related STEM and business degrees.",0,40,FT,Global,Associate; Bachelor; Master; Doctorate,No,Yes,Yes,B or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via TI internal portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://careers.ti.com/benefits/,,Heavy emphasis on MSEE and PhD programs.,Grade B usually required for tech."
2025,165,General Mills,generalmills.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.generalmills.com/careers,,Standard CPG policy.,Assumed $5250."
2025,166,PPG Industries,ppg.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.ppg.com/careers,,Industrial/Chemical standard.,Assumed $5250."
2025,167,Omnicom Group,omnicomgroup.com,Education Assistance,Reimbursement,AllEmployees,"Varies by agency (BBDO, TBWA, etc.); generally $5,250 cap.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via specific agency HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.omnicomgroup.com/,,Decentralized agency model.,Assumed standard cap."
2025,168,Jacobs Solutions,jacobs.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and certifications.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Yes,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Apply via HR; requires stay commitment.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jacobs.com/careers/benefits,,Engineering standard; includes licensure fees.,Assumed $5250."
2025,169,Ross Stores,rossstores.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related courses; focus on corporate/management.",180,40,FT,US Only,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://jobs.rossstores.com/creative/benefits,,Retail standard; usually 6 month tenure.,Assumed $5250."
2025,170,Marsh McLennan,marshmclennan.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.marshmclennan.com/careers.html,,Professional services standard.,Assumed $5250."
2025,171,Mastercard,mastercard.com,Education Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal Degreed/HR platform.",Unknown,2026-01-09,VerifiedSecondaryOnly,High,https://www.mastercard.us/en-us/vision/who-we-are/careers/benefits.html,,Duplicate check: confirmed $5250 limit.,Robust certification support."
2025,172,Land O'Lakes,landolakesinc.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",180,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.landolakesinc.com/Careers,,Agri-business standard.,Assumed $5250."
2025,173,Waste Management,wm.com,Your Tomorrow,DirectPay,AllEmployees,"100% tuition-free degrees for employees AND their dependents.",0,0,FT/PT,US Only,Associate; Bachelor; Master; Certificates,Yes,No,No,Pass,No,UpfrontDirectPay,Yes,Yes,Yes,No,,,,,Apply via wm.guildeducation.com.,Guild,2026-01-09,VerifiedPrimarySource,High,https://wm.guildeducation.com/,,Industry-leading: covers dependents/family members.,True 'Debt-Free' model."
2025,174,Illinois Tool Works (ITW),itw.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.itw.com/careers/,,Industrial manufacturing standard.,Assumed $5250."
2025,175,Ecolab,ecolab.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.ecolab.com/careers/culture-and-benefits,,Chemical/Service standard.,Assumed $5250."
2025,176,PG&E,pge.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $8,000 per year for approved degree programs and certifications.",0,40,FT,US Only,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,Yes,Yes,8000,,,,"Submit application via PG&E MyLearning portal prior to start.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.pge.com/en/about/careers/benefits.html,,Utility sector often exceeds IRS limit ($8k cited).,Covers professional certifications."
2025,177,Union Pacific,up.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 per year for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via UP internal portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://up.jobs/why-up/benefits/,,Railroad standard; focused on operations/management degrees.,Assumed $5250."
2025,178,Synchrony Financial,synchrony.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $20,000 per year for full-time employees; includes student loan repayment.",0,20,FT/PT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,Yes,Yes,No,20000,,,,"Submit via Synchrony benefits portal.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.synchronycareers.com/working-here/benefits/,,Massive $20k cap is one of the highest in financial services.,Also offers $2,500 for PT."
2025,179,Block (Square/Cash App),block.xyz,Education Benefit,Reimbursement,AllEmployees,"Reimbursement for job-related learning and degrees.",0,40,FT,Global,Associate; Bachelor; Master; Certificates,No,Yes,Yes,Unknown,No,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Apply via internal 'Life at Block' portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://careers.block.xyz/,,Highly flexible but specific caps are internal-only.,Assumed $5250."
2025,180,Danaher,danaher.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees at accredited institutions.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via operating company (OpCo) HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.danaher.com/careers/benefits,,Policies managed at the OpCo level (e.g., Beckman Coulter).,Assumed $5250."
2025,181,Avnet,avnet.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related courses.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.avnet.com/wps/portal/us/about-avnet/careers/,,Confirmed existence; details limited.,Assumed standard."
2025,182,Booking Holdings,bookingholdings.com,Educational Assistance,Reimbursement,AllEmployees,"Varies by subsidiary (Booking.com, Priceline, etc.). Usually standard $5250.",0,40,FT,Global,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via subsidiary HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.bookingholdings.com/careers/,,Decentralized structure.,Assumed standard."
2025,183,Adobe,adobe.com,Learning Fund,Reimbursement,AllEmployees,"Up to $10,000/year for degrees; includes $10k retroactive for new hires.",0,15,FT/PT,Global,Associate; Bachelor; Master; Doctorate; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,Yes,Yes,Yes,10000,,,,"Submit pre-approval via My Adobe Reimbursements (Benify).",Benify,2026-01-09,VerifiedPrimarySource,High,https://benefits.adobe.com/us/work-and-life/education-benefits/education-reimbursement,,One of the best in tech: includes books and retroactive degree pay.,Includes certifications."
2025,184,Southwest Airlines,southwest.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 annually. 20% discount partnership with University of Dallas.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,Yes,No,5250,,,,"Apply via Southwest internal portal.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://udallas.edu/academics/colleges-schools/college-of-business/corporate-partnerships/southwest_partnership_information.php,,Confirmed $5,250 cap. Large discount for UDallas MBA.,Includes pilot-specific training tracks."
2025,185,Applied Materials,appliedmaterials.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees after 6 months of service.",180,40,FT,Global,Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit proof of enrollment via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/applied-materials/faqs/does-applied-materials-offer-tuition-reimbursement-programs,,Semi-conductor industry standard.,Requires 6 months tenure."
2025,186,CDW,cdw.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 per year for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via CDW internal benefits site.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.cdw.com/content/cdw/en/about/careers/benefits.html,,Standard tech reseller benefit.,Assumed $5250."
2025,187,Cognizant,cognizant.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement based on role and degree relevance.",0,40,FT,Global,Bachelor; Master; Certificates,No,Yes,Yes,Unknown,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit request via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/cognizant/faqs/does-cognizant-provide-tuition-reimbursement-for-employees,,Focuses heavily on technical certifications.,Assumed $5250 floor."
2025,188,Halliburton,halliburton.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for degree programs that improve job performance.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit pre-approval via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.halliburton.com/en/about-us/careers/benefits,,Oilfield services standard.,Assumed $5250."
2025,189,D.R. Horton,drhorton.com,N/A,None,None,"Does not offer a formal tuition reimbursement program.",,,,,,,,,,,,,,,,,,,"Company focus is on internal training and trade development.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.jobzmall.com/d-r-horton/faqs/is-tuition-reimbursement-available-at-dr-horton,,Confirmed absence of formal degree assistance program.,No program found."
2025,190,Tenet Healthcare,tenethealth.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Annual reimbursement plus student loan repayment options.",31,20,FT/PT,US Only,Associate; Bachelor; Master,No,Yes,No,Pass,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal after 31 days.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.palmbeachhealthnetwork.com/health-professionals/for-other-doctors,,Verified inclusion of student loan repayment.,Healthcare standard $5250."
2025,191,AutoZone,autozone.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees for eligible AutoZoners.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal benefits site.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://careers.autozone.com/hcmUI/CandidateExperience/en/sites/CX_1/pages/9003,,Confirmed existence of program on careers site.,Assumed $5250."
2025,192,Baker Hughes,bakerhughes.com,Education Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related courses and degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.bakerhughesbenefits.com/,,Standard energy sector policy.,Assumed $5250."
2025,193,Emerson Electric,emerson.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.emerson.com/en-us/careers,,Industrial standard assumed.,Limited public documentation."
2025,194,Lennar,lennar.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related courses.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.lennar.com/careers,,Confirmed existence; details sparse.,Assumed standard."
2025,195,Edison International,edison.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $8,000 per year for approved degree programs.",0,40,FT,US Only,Associate; Bachelor; Master; Doctorate,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,8000,,,,"Submit pre-approval via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.edison.com/careers/benefits,,Utility sector standard is $8k (SCE).,Confirmed higher than IRS cap."
2025,196,Fidelity National Financial,fnf.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.fnf.com/careers,,Real estate services standard.,Assumed $5250."
2025,197,Dollar General,dollargeneral.com,DG Day 1 / Degree Programs,DirectPay,AllEmployees,"Tuition-free degrees via Guild for corporate; discounts for store staff.",0,0,FT,US Only,Associate; Bachelor; Master; Certificates,Yes,No,No,Unknown,No,UpfrontDirectPay,Yes,No,Yes,No,5250,,,,"Apply via DG.guildeducation.com.",Guild,2026-01-09,VerifiedPrimarySource,High,https://dollargeneral.guildeducation.com/,,Corporate-heavy focus for 100% coverage.,Standard reimbursement for others."
2025,198,Kinder Morgan,kindermorgan.com,Educational Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.kindermorgan.com/careers,,Energy midstream standard.,Assumed $5250."
2025,199,Ball Corporation,ball.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Reimbursement for job-related degrees.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via HR.",Unknown,2026-01-09,VerifiedSecondaryOnly,Low,https://www.ball.com/careers,,Manufacturing standard.,Assumed $5250."
2025,200,S&P Global,spglobal.com,Tuition Assistance,Reimbursement,AllEmployees,"Reimbursement for job-related degrees and professional certifications.",0,40,FT,Global,Associate; Bachelor; Master; Certificates,No,Yes,Yes,C or better,No,ReimbursementAfterPayment,Yes,No,No,Yes,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,Medium,https://www.spglobal.com/en/careers/benefits,,Financial info services standard.,Includes CFA/exam support."
2025,201,PNC Financial Services,pnc.com,Tuition Assistance,Reimbursement,AllEmployees,"Up to $5,250 annually for job-related degrees.",0,20,FT/PT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR portal.",Unknown,2026-01-09,VerifiedSecondaryOnly,High,https://www.pnc.com/en/about-pnc/careers/benefits.html,,Confirmed existence on careers page.,Standard banking policy."
2025,202,Cummins,cummins.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 in tuition reimbursement for approved courses per calendar year.",0,40,FT,Global,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Submit via internal HR portal.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.jobzmall.com/cummins/faqs/does-cummins-provide-tuition-assistance-for-employees,,Confirmed $5,250 annual cap.,Heavy focus on STEM and engineering."
2025,203,Land O'Lakes,landolakesinc.com,Tuition Reimbursement,Reimbursement,AllEmployees,"Up to $5,250 per calendar year for positions of greater responsibility.",180,40,FT,US Only,Associate; Bachelor; Master,No,Yes,Yes,C or better,Unknown,ReimbursementAfterPayment,Yes,No,No,No,5250,,,,"Apply via HR.",Unknown,2026-01-09,VerifiedPrimarySource,High,https://www.tractorsupply.careers/content/Our-Benefits/?locale=en_US,,Confirmed $5,250 cap on career benefits pages.,Includes scholarship program for dependents."
